emoji,hexcode,unicodeVersion,label_en,label_es,label_pt,tags_en,tags_es,tags_pt,group_en,group_es,group_pt,subgroup_en,subgroup_es,subgroup_pt,whatsapp_ios,whatsapp_android,whatsapp_note
🎈,1F388,0.6,balloon,globo,balão,birthday|celebrate|celebration,celebración,aniversário|celebração|comemoração|festa|parabéns,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎉,1F389,0.6,party popper,cañón de confeti,cone de festa,awesome|birthday|celebrate|celebration|excited|hooray|party|popper|tada|woohoo,celebración|confeti|fiesta,alegria|aniversário|celebrar|comemoração|cone|eba|festa|oba|parabéns,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎊,1F38A,0.6,confetti ball,bola de confeti,confete,ball|celebrate|celebration|confetti|party|woohoo,celebración|confeti,bola|celebração|comemoração|eba|oba|parabéns,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎋,1F38B,0.6,tanabata tree,árbol de tanabata,árvore de tanabata,banner|celebration|japanese|tanabata|tree,celebración|festividad|tanabata|árbol,comemoração|estrelas|festival|japonesa|papel|tanabata|tiras|árvore,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎍,1F38D,0.6,pine decoration,decoración de pino,decoração de pinhos,bamboo|celebration|decoration|japanese|pine|plant,año nuevo japonés|bambú|celebración|decoración|kadomatsu,bambu|comemoração|decoração de pinhas|japonês|pinha,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎎,1F38E,0.6,Japanese dolls,muñecas japonesas,bonecas japonesas,celebration|doll|dolls|festival|japanese,celebración|festival|hinamatsuri|muñecas,bonecas|comemoração|festival|japanesas|japonês,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎏,1F38F,0.6,carp streamer,banderín de carpas,bandeira de carpas,carp|celebration|streamer,banderín|carpa|celebración|koinobori,bandeira|carpas|comemoração|koinobori,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎐,1F390,0.6,wind chime,campanilla de viento,carrilhão de vento,bell|celebration|chime|wind,campanilla|furin|viento,sino|som|vento,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎑,1F391,0.6,moon viewing ceremony,ceremonia de contemplación de la luna,contemplação da lua,celebration|ceremony|moon|viewing,celebración|contemplación|luna|tsukimi,cerimônia de contemplação da lua|comemoração|contemplação|lua,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧧,1F9E7,11,red envelope,sobre rojo,envelope vermelho,envelope|gift|good|hóngbāo|lai|luck|money|red|see,buena suerte|hóngbāo|lai see|regalo,boa sorte|dinheiro|hóngbāo|lai see|presente,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎀,1F380,0.6,ribbon,lazo,laço de fita,celebration,celebración,comemoração|fita|laço|presente,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎁,1F381,0.6,wrapped gift,regalo,presente,birthday|bow|box|celebration|christmas|gift|present|surprise|wrapped,celebración|envoltorio|presente|regalo envuelto,comemoração|embrulhado|mimo,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎗️,1F397,0.7,reminder ribbon,lazo conmemorativo,fita de lembrete,celebration|reminder|ribbon,conmemorativo|lazo,celebração|comemoração|laço|lembrete,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎟️,1F39F,0.7,admission tickets,entradas,ingresso de cinema,admission|ticket|tickets,acceso|admisión|entrada|evento,cinema|entrada|ingresso|ticket,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎫,1F3AB,0.6,ticket,tique,ingresso,admission|stub,acceso|admisión,entretenimento,activities,actividades,atividades,events & holidays,eventos y días festivos,eventos e feriados,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎖️,1F396,0.7,military medal,medalla militar,medalha militar,award|celebration|medal|military,celebración|medalla|militar,condecoração|medalha|militar|prêmio,activities,actividades,atividades,award medals,medallas de premio,medalhas de prêmio,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏆️,1F3C6,0.6,trophy,trofeo,troféu,champion|champs|prize|slay|sport|victory|win|winning,premio,campeã|campeão|prêmio,activities,actividades,atividades,award medals,medallas de premio,medalhas de prêmio,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏅,1F3C5,1,sports medal,medalla deportiva,medalha esportiva,award|gold|medal|sports|winner,medalla|premio,medalha|vitória,activities,actividades,atividades,award medals,medallas de premio,medalhas de prêmio,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥇,1F947,3,1st place medal,medalla de oro,medalha de ouro,1st|first|gold|medal|place,medalla|oro|primero,1o. lugar|1º. lugar|medalha|ouro|vitória,activities,actividades,atividades,award medals,medallas de premio,medalhas de prêmio,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥈,1F948,3,2nd place medal,medalla de plata,medalha de prata,2nd|medal|place|second|silver,medalla|plata|segundo,2o. lugar|2º. lugar|medalha|prata|segundo,activities,actividades,atividades,award medals,medallas de premio,medalhas de prêmio,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥉,1F949,3,3rd place medal,medalla de bronce,medalha de bronze,3rd|bronze|medal|place|third,bronce|medalla|tercero,3o. lugar|3º. lugar|bronze|medalha|terceiro,activities,actividades,atividades,award medals,medallas de premio,medalhas de prêmio,true,true,Widely supported in WhatsApp on modern iOS/Android.
⚽️,26BD,0.6,soccer ball,balón de fútbol,bola de futebol,ball|football|futbol|soccer|sport,balón|fútbol,bola|futebol|jogar,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
⚾️,26BE,0.6,baseball,béisbol,bola de beisebol,ball|sport,balón|baseball|pelota,beisebol|bola|esportes,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥎,1F94E,11,softball,pelota de softball,softbol,ball|glove|sports|underarm,bola|pelota|softball,bola|esporte|luva|softball,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏀,1F3C0,0.6,basketball,balón de baloncesto,bola de basquete,ball|hoop|sport,balón|canasta|deporte,basquete|bola|cesta|esporte|jogo,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏐,1F3D0,1,volleyball,pelota de voleibol,bola de vôlei,ball|game,balón|juego|pelota|voleibol,bola|jogar|jogo|vôlei,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏈,1F3C8,0.6,american football,balón de fútbol americano,bola de futebol americano,american|ball|bowl|football|sport|super,balón|deporte|fútbol americano,americano|bola|esporte|futebol|super bowl,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏉,1F3C9,1,rugby football,balón de rugby,bola de rugby,ball|football|rugby|sport,balón|deporte|rugby,americano|bola|esporte|futebol|rugby,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎾,1F3BE,0.6,tennis,pelota de tenis,tênis,ball|racquet|sport,deporte|pelota|tenis,bola|esporte|raquete,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥏,1F94F,11,flying disc,disco volador,frisbee,disc|flying|ultimate,disco|frisbee,disco|esporte|ultimate|voador,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎳,1F3B3,0.6,bowling,bolos,boliche,ball|game|sport|strike,bola|bola de bolos|juego,bola|jogo|strike,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏏,1F3CF,1,cricket game,críquet,críquete,ball|bat|cricket|game,juego|pelota,betes|bola|jogo|taco,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏑,1F3D1,1,field hockey,hockey sobre hierba,hóquei de campo,ball|field|game|hockey|stick,hierba|hockey|juego|palo|pelota,bola|campo|hóquei|jogo|taco,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏒,1F3D2,1,ice hockey,hockey sobre hielo,hóquei no gelo,game|hockey|ice|puck|stick,disco|hielo|hockey|palo,disco|gelo|hóquei|jogo|taco,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥍,1F94D,11,lacrosse,lacrosse,lacrosse,ball|goal|sports|stick,bola|palo|pelota|raqueta,bastão|bola|esporte|gol|raquete|taco,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏓,1F3D3,1,ping pong,tenis de mesa,pingue-pongue,ball|bat|game|paddle|ping|pingpong|pong|table|tennis,juego|mesa|pelota|ping pong,mesa|pingpong|raquete|tênis,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🏸,1F3F8,1,badminton,bádminton,badminton,birdie|game|racquet|shuttlecock,pluma|raqueta|volante,jogo|peteca|raquete,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥊,1F94A,3,boxing glove,guante de boxeo,luva de boxe,boxing|glove,boxeo|deporte|guante,boxe|esporte|luta|luva,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥋,1F94B,3,martial arts uniform,uniforme de artes marciales,quimono de artes marciais,arts|judo|karate|martial|taekwondo|uniform,artes marciales|judo|kárate|taekwondo,artes|esporte|faixa|judô|karatê|marciais|preta|quimono|taekwondo|uniforme,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥅,1F945,3,goal net,portería,gol,goal|net,deporte|red,esporte|futebol|goleira|goleiro|rede,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
⛳️,26F3,0.6,flag in hole,banderín en hoyo,bandeira no buraco,flag|golf|hole|sport,banderín|golf|hoyo,bandeira|buraco|esporte|golfe,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
⛸️,26F8,0.7,ice skate,patín de hielo,patins de gelo,ice|skate|skating,hielo|patín,gelo|patinação|patins,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎣,1F3A3,0.6,fishing pole,caña de pescar,pesca,entertainment|fish|fishing|pole|sport,caña|entretenimiento|esparcimiento|pesca|pez,entretenimento|peixe|pescador|pescaria|recreação|vara,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🤿,1F93F,12,diving mask,máscara de buceo,máscara de mergulho,diving|mask|scuba|snorkeling,bucear|buzo|esnórquel|máscara|tubo,esnórquel|mergulhador|mergulho|máscara|scuba|snorkel|snorkeling,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎽,1F3BD,0.6,running shirt,camiseta sin mangas,camiseta de corrida,athletics|running|sash|shirt,banda|camiseta con banda|camiseta de correr|deporte,camiseta|corrida|esporte|faixa,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎿,1F3BF,0.6,skis,esquís,esqui,ski|snow|sport,esquí|esquíes|nieve,bota|esporte|esquiar|neve,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🛷,1F6F7,5,sled,trineo,trenó,luge|sledge|sleigh|snow|toboggan,trineo,neve|tobogã,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🥌,1F94C,5,curling stone,piedra de curling,pedra de curling,curling|game|rock|stone,juego|roca,curling|jogo|pedra,activities,actividades,atividades,sports,deportes,desporto,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎯,1F3AF,0.6,bullseye,diana,no alvo,bull|dart|direct|entertainment|game|hit|target,blanco|en el blanco|juego,alvo|certeiro|dardos|jogo|mira|mosca|tiro,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🪀,1FA80,12,yo-yo,yoyó,ioiô,fluctuate|toy,dieta|efecto|fluctuar|juguete,brinquedo|flutua,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🪁,1FA81,12,kite,cometa,pipa,fly|soar,juguete|planear|viento|volar,papagaio|planar|voar,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🔫,1F52B,0.6,water pistol,pistola de agua,pistola d’água,gun|handgun|pistol|revolver|tool|water|weapon,agua|juguete|pistola|verano,arma|ferramenta|pistola|revólver|água,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎱,1F3B1,0.6,pool 8 ball,bola negra de billar,bilhar,8|8ball|ball|billiard|eight|game|pool,8|billar|bola ocho|juego,bola oito|jogo,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🔮,1F52E,0.6,crystal ball,bola de cristal,bola de cristal,ball|crystal|fairy|fairytale|fantasy|fortune|future|magic|tale|tool,adivinación|bola|buena fortuna|cristal,adivinhação|bola|cristal|destino|futuro|prever,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🪄,1FA84,13,magic wand,varita mágica,varinha mágica,magic|magician|wand|witch|wizard,bruja|hechicero|magia|mago|prestidigitación|varita,bruxa|condão|magia|mago|mágica|varinha,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎮️,1F3AE,0.6,video game,mando de videoconsola,videogame,controller|entertainment|game|video,juego|mando|videojuego,controle|game|jogo|jogos|playstation|video|xbox,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🕹️,1F579,0.7,joystick,joystick,joystick,game|video|videogame,juego|mando|palanca|videojuego,atari|controle|game|jogo|video|videogame,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
🎰,1F3B0,0.6,slot machine,máquina tragaperras,caça-níquel,casino|gamble|gambling|game|machine|slot|slots,juego|máquina,aposta|azar|cassino|jogo|máquina,activities,actividades,atividades,games & hobbies,juegos y pasatiempos,jogos e hobbies,true,true,Widely supported in WhatsApp on modern iOS/Android.
