emoji,hexcode,unicodeVersion,label_en,label_es,label_pt,tags_en,tags_es,tags_pt,group_en,group_es,group_pt,subgroup_en,subgroup_es,subgroup_pt,whatsapp_ios,whatsapp_android,whatsapp_note
🙅🏻,1F645-1F3FB,1,person gesturing NO: light skin tone,"persona haciendo el gesto de ""no"": tono de piel claro",pessoa fazendo gesto de “não”: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏼,1F645-1F3FC,1,person gesturing NO: medium-light skin tone,"persona haciendo el gesto de ""no"": tono de piel claro medio",pessoa fazendo gesto de “não”: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏽,1F645-1F3FD,1,person gesturing NO: medium skin tone,"persona haciendo el gesto de ""no"": tono de piel medio",pessoa fazendo gesto de “não”: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏾,1F645-1F3FE,1,person gesturing NO: medium-dark skin tone,"persona haciendo el gesto de ""no"": tono de piel oscuro medio",pessoa fazendo gesto de “não”: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏿,1F645-1F3FF,1,person gesturing NO: dark skin tone,"persona haciendo el gesto de ""no"": tono de piel oscuro",pessoa fazendo gesto de “não”: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅‍♂️,1F645-200D-2642-FE0F,4,man gesturing NO,"hombre haciendo el gesto de ""no""",homem fazendo gesto de “não”,forbidden|gesture|hand|man|no|not|prohibit,gesto|hombre|mano|prohibido,gesto|homem|menino|mão|não|proibido|proibir,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏻‍♂️,1F645-1F3FB-200D-2642-FE0F,4,man gesturing NO: light skin tone,"hombre haciendo el gesto de ""no"": tono de piel claro",homem fazendo gesto de “não”: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏼‍♂️,1F645-1F3FC-200D-2642-FE0F,4,man gesturing NO: medium-light skin tone,"hombre haciendo el gesto de ""no"": tono de piel claro medio",homem fazendo gesto de “não”: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏽‍♂️,1F645-1F3FD-200D-2642-FE0F,4,man gesturing NO: medium skin tone,"hombre haciendo el gesto de ""no"": tono de piel medio",homem fazendo gesto de “não”: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏾‍♂️,1F645-1F3FE-200D-2642-FE0F,4,man gesturing NO: medium-dark skin tone,"hombre haciendo el gesto de ""no"": tono de piel oscuro medio",homem fazendo gesto de “não”: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏿‍♂️,1F645-1F3FF-200D-2642-FE0F,4,man gesturing NO: dark skin tone,"hombre haciendo el gesto de ""no"": tono de piel oscuro",homem fazendo gesto de “não”: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅‍♀️,1F645-200D-2640-FE0F,4,woman gesturing NO,"mujer haciendo el gesto de ""no""",mulher fazendo gesto de “não”,forbidden|gesture|hand|no|not|prohibit|woman,gesto|mano|mujer|prohibido,gesto|mulher|mão|proibido,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏻‍♀️,1F645-1F3FB-200D-2640-FE0F,4,woman gesturing NO: light skin tone,"mujer haciendo el gesto de ""no"": tono de piel claro",mulher fazendo gesto de “não”: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏼‍♀️,1F645-1F3FC-200D-2640-FE0F,4,woman gesturing NO: medium-light skin tone,"mujer haciendo el gesto de ""no"": tono de piel claro medio",mulher fazendo gesto de “não”: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏽‍♀️,1F645-1F3FD-200D-2640-FE0F,4,woman gesturing NO: medium skin tone,"mujer haciendo el gesto de ""no"": tono de piel medio",mulher fazendo gesto de “não”: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏾‍♀️,1F645-1F3FE-200D-2640-FE0F,4,woman gesturing NO: medium-dark skin tone,"mujer haciendo el gesto de ""no"": tono de piel oscuro medio",mulher fazendo gesto de “não”: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙅🏿‍♀️,1F645-1F3FF-200D-2640-FE0F,4,woman gesturing NO: dark skin tone,"mujer haciendo el gesto de ""no"": tono de piel oscuro",mulher fazendo gesto de “não”: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆,1F646,0.6,person gesturing OK,"persona haciendo el gesto de ""de acuerdo""",pessoa fazendo gesto de “OK”,exercise|gesture|gesturing|hand|ok|omg|person,gesto|mano|ok|vale,exercício|gesto|gesto para ok|mão|mãos para cima|ok|pessoa|pessoa fazendo gesto de “ok”,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏻,1F646-1F3FB,1,person gesturing OK: light skin tone,"persona haciendo el gesto de ""de acuerdo"": tono de piel claro",pessoa fazendo gesto de “OK”: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏼,1F646-1F3FC,1,person gesturing OK: medium-light skin tone,"persona haciendo el gesto de ""de acuerdo"": tono de piel claro medio",pessoa fazendo gesto de “OK”: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏽,1F646-1F3FD,1,person gesturing OK: medium skin tone,"persona haciendo el gesto de ""de acuerdo"": tono de piel medio",pessoa fazendo gesto de “OK”: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏾,1F646-1F3FE,1,person gesturing OK: medium-dark skin tone,"persona haciendo el gesto de ""de acuerdo"": tono de piel oscuro medio",pessoa fazendo gesto de “OK”: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏿,1F646-1F3FF,1,person gesturing OK: dark skin tone,"persona haciendo el gesto de ""de acuerdo"": tono de piel oscuro",pessoa fazendo gesto de “OK”: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆‍♂️,1F646-200D-2642-FE0F,4,man gesturing OK,"hombre haciendo el gesto de ""de acuerdo""",homem fazendo gesto de “OK”,exercise|gesture|gesturing|hand|man|ok|omg,gesto|mano|ok|vale,cabeça|exercício|gesto|homem|menino|mão|nossa|ok,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏻‍♂️,1F646-1F3FB-200D-2642-FE0F,4,man gesturing OK: light skin tone,"hombre haciendo el gesto de ""de acuerdo"": tono de piel claro",homem fazendo gesto de “OK”: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏼‍♂️,1F646-1F3FC-200D-2642-FE0F,4,man gesturing OK: medium-light skin tone,"hombre haciendo el gesto de ""de acuerdo"": tono de piel claro medio",homem fazendo gesto de “OK”: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏽‍♂️,1F646-1F3FD-200D-2642-FE0F,4,man gesturing OK: medium skin tone,"hombre haciendo el gesto de ""de acuerdo"": tono de piel medio",homem fazendo gesto de “OK”: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏾‍♂️,1F646-1F3FE-200D-2642-FE0F,4,man gesturing OK: medium-dark skin tone,"hombre haciendo el gesto de ""de acuerdo"": tono de piel oscuro medio",homem fazendo gesto de “OK”: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏿‍♂️,1F646-1F3FF-200D-2642-FE0F,4,man gesturing OK: dark skin tone,"hombre haciendo el gesto de ""de acuerdo"": tono de piel oscuro",homem fazendo gesto de “OK”: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆‍♀️,1F646-200D-2640-FE0F,4,woman gesturing OK,"mujer haciendo el gesto de ""de acuerdo""",mulher fazendo gesto de “OK”,exercise|gesture|gesturing|hand|ok|omg|woman,gesto|mano|ok|vale,gesto|mulher|mulher fazendo gesto de “ok”|mão|ok,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏻‍♀️,1F646-1F3FB-200D-2640-FE0F,4,woman gesturing OK: light skin tone,"mujer haciendo el gesto de ""de acuerdo"": tono de piel claro",mulher fazendo gesto de “OK”: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏼‍♀️,1F646-1F3FC-200D-2640-FE0F,4,woman gesturing OK: medium-light skin tone,"mujer haciendo el gesto de ""de acuerdo"": tono de piel claro medio",mulher fazendo gesto de “OK”: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏽‍♀️,1F646-1F3FD-200D-2640-FE0F,4,woman gesturing OK: medium skin tone,"mujer haciendo el gesto de ""de acuerdo"": tono de piel medio",mulher fazendo gesto de “OK”: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏾‍♀️,1F646-1F3FE-200D-2640-FE0F,4,woman gesturing OK: medium-dark skin tone,"mujer haciendo el gesto de ""de acuerdo"": tono de piel oscuro medio",mulher fazendo gesto de “OK”: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙆🏿‍♀️,1F646-1F3FF-200D-2640-FE0F,4,woman gesturing OK: dark skin tone,"mujer haciendo el gesto de ""de acuerdo"": tono de piel oscuro",mulher fazendo gesto de “OK”: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁,1F481,0.6,person tipping hand,persona de mostrador de información,pessoa com a palma virada para cima,fetch|flick|flip|gossip|hand|person|sarcasm|sarcastic|sassy|seriously|tipping|whatever,información|mano|mostrador|persona,ajuda|diva|divo|fala sério|fofoca|informações|jogada de cabelo|mão|pessoa|pessoa com a mão virada para cima|sarcasmo,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏻,1F481-1F3FB,1,person tipping hand: light skin tone,persona de mostrador de información: tono de piel claro,pessoa com a palma virada para cima: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏼,1F481-1F3FC,1,person tipping hand: medium-light skin tone,persona de mostrador de información: tono de piel claro medio,pessoa com a palma virada para cima: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏽,1F481-1F3FD,1,person tipping hand: medium skin tone,persona de mostrador de información: tono de piel medio,pessoa com a palma virada para cima: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏾,1F481-1F3FE,1,person tipping hand: medium-dark skin tone,persona de mostrador de información: tono de piel oscuro medio,pessoa com a palma virada para cima: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏿,1F481-1F3FF,1,person tipping hand: dark skin tone,persona de mostrador de información: tono de piel oscuro,pessoa com a palma virada para cima: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁‍♂️,1F481-200D-2642-FE0F,4,man tipping hand,empleado de mostrador de información,homem com a palma virada para cima,fetch|flick|flip|gossip|hand|man|sarcasm|sarcastic|sassy|seriously|tipping|whatever,hombre|información|mano|mostrador,ajuda|fofoca|garoto|gorjeta|guri|homem|menino|sarcasmo|sarcástico,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏻‍♂️,1F481-1F3FB-200D-2642-FE0F,4,man tipping hand: light skin tone,empleado de mostrador de información: tono de piel claro,homem com a palma virada para cima: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏼‍♂️,1F481-1F3FC-200D-2642-FE0F,4,man tipping hand: medium-light skin tone,empleado de mostrador de información: tono de piel claro medio,homem com a palma virada para cima: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏽‍♂️,1F481-1F3FD-200D-2642-FE0F,4,man tipping hand: medium skin tone,empleado de mostrador de información: tono de piel medio,homem com a palma virada para cima: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏾‍♂️,1F481-1F3FE-200D-2642-FE0F,4,man tipping hand: medium-dark skin tone,empleado de mostrador de información: tono de piel oscuro medio,homem com a palma virada para cima: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏿‍♂️,1F481-1F3FF-200D-2642-FE0F,4,man tipping hand: dark skin tone,empleado de mostrador de información: tono de piel oscuro,homem com a palma virada para cima: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁‍♀️,1F481-200D-2640-FE0F,4,woman tipping hand,empleada de mostrador de información,mulher com a palma virada para cima,fetch|flick|flip|gossip|hand|sarcasm|sarcastic|sassy|seriously|tipping|whatever|woman,información|mano|mostrador|mujer,mulher,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏻‍♀️,1F481-1F3FB-200D-2640-FE0F,4,woman tipping hand: light skin tone,empleada de mostrador de información: tono de piel claro,mulher com a palma virada para cima: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏼‍♀️,1F481-1F3FC-200D-2640-FE0F,4,woman tipping hand: medium-light skin tone,empleada de mostrador de información: tono de piel claro medio,mulher com a palma virada para cima: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏽‍♀️,1F481-1F3FD-200D-2640-FE0F,4,woman tipping hand: medium skin tone,empleada de mostrador de información: tono de piel medio,mulher com a palma virada para cima: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏾‍♀️,1F481-1F3FE-200D-2640-FE0F,4,woman tipping hand: medium-dark skin tone,empleada de mostrador de información: tono de piel oscuro medio,mulher com a palma virada para cima: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
💁🏿‍♀️,1F481-1F3FF-200D-2640-FE0F,4,woman tipping hand: dark skin tone,empleada de mostrador de información: tono de piel oscuro,mulher com a palma virada para cima: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋,1F64B,0.6,person raising hand,persona con la mano levantada,pessoa levantando a mão,gesture|hand|here|know|me|person|pick|question|raise|raising,feliz|gesto|levantar|mano,dúvida|eu|eu sei|feliz|gesto|levantando a mão|levantar a mão|mão|pessoa,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏻,1F64B-1F3FB,1,person raising hand: light skin tone,persona con la mano levantada: tono de piel claro,pessoa levantando a mão: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏼,1F64B-1F3FC,1,person raising hand: medium-light skin tone,persona con la mano levantada: tono de piel claro medio,pessoa levantando a mão: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏽,1F64B-1F3FD,1,person raising hand: medium skin tone,persona con la mano levantada: tono de piel medio,pessoa levantando a mão: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏾,1F64B-1F3FE,1,person raising hand: medium-dark skin tone,persona con la mano levantada: tono de piel oscuro medio,pessoa levantando a mão: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏿,1F64B-1F3FF,1,person raising hand: dark skin tone,persona con la mano levantada: tono de piel oscuro,pessoa levantando a mão: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋‍♂️,1F64B-200D-2642-FE0F,4,man raising hand,hombre con la mano levantada,homem levantando a mão,gesture|hand|here|know|man|me|pick|question|raise|raising,gesto|hombre|levantar|mano,eu|eu sei|gesto|homem|levantando a mão|menino|mão|pedir a palavra|pergunta|voluntário,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏻‍♂️,1F64B-1F3FB-200D-2642-FE0F,4,man raising hand: light skin tone,hombre con la mano levantada: tono de piel claro,homem levantando a mão: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏼‍♂️,1F64B-1F3FC-200D-2642-FE0F,4,man raising hand: medium-light skin tone,hombre con la mano levantada: tono de piel claro medio,homem levantando a mão: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏽‍♂️,1F64B-1F3FD-200D-2642-FE0F,4,man raising hand: medium skin tone,hombre con la mano levantada: tono de piel medio,homem levantando a mão: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏾‍♂️,1F64B-1F3FE-200D-2642-FE0F,4,man raising hand: medium-dark skin tone,hombre con la mano levantada: tono de piel oscuro medio,homem levantando a mão: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏿‍♂️,1F64B-1F3FF-200D-2642-FE0F,4,man raising hand: dark skin tone,hombre con la mano levantada: tono de piel oscuro,homem levantando a mão: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋‍♀️,1F64B-200D-2640-FE0F,4,woman raising hand,mujer con la mano levantada,mulher levantando a mão,gesture|hand|here|know|me|pick|question|raise|raising|woman,gesto|levantar|mano|mujer,gesto|mulher|mão|pedir a palavra,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏻‍♀️,1F64B-1F3FB-200D-2640-FE0F,4,woman raising hand: light skin tone,mujer con la mano levantada: tono de piel claro,mulher levantando a mão: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏼‍♀️,1F64B-1F3FC-200D-2640-FE0F,4,woman raising hand: medium-light skin tone,mujer con la mano levantada: tono de piel claro medio,mulher levantando a mão: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏽‍♀️,1F64B-1F3FD-200D-2640-FE0F,4,woman raising hand: medium skin tone,mujer con la mano levantada: tono de piel medio,mulher levantando a mão: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏾‍♀️,1F64B-1F3FE-200D-2640-FE0F,4,woman raising hand: medium-dark skin tone,mujer con la mano levantada: tono de piel oscuro medio,mulher levantando a mão: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🙋🏿‍♀️,1F64B-1F3FF-200D-2640-FE0F,4,woman raising hand: dark skin tone,mujer con la mano levantada: tono de piel oscuro,mulher levantando a mão: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏,1F9CF,12,deaf person,persona sorda,pessoa surda,accessibility|deaf|ear|gesture|hear|person,accesibilidad|escuchar|oído|oír|sordera,acessibilidade|audição|orelha|surda|surdo|surdos,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏻,1F9CF-1F3FB,12,deaf person: light skin tone,persona sorda: tono de piel claro,pessoa surda: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏼,1F9CF-1F3FC,12,deaf person: medium-light skin tone,persona sorda: tono de piel claro medio,pessoa surda: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏽,1F9CF-1F3FD,12,deaf person: medium skin tone,persona sorda: tono de piel medio,pessoa surda: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏾,1F9CF-1F3FE,12,deaf person: medium-dark skin tone,persona sorda: tono de piel oscuro medio,pessoa surda: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏿,1F9CF-1F3FF,12,deaf person: dark skin tone,persona sorda: tono de piel oscuro,pessoa surda: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏‍♂️,1F9CF-200D-2642-FE0F,12,deaf man,hombre sordo,homem surdo,accessibility|deaf|ear|gesture|hear|man,hombre|sordera|sordo,homem|surdo,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏻‍♂️,1F9CF-1F3FB-200D-2642-FE0F,12,deaf man: light skin tone,hombre sordo: tono de piel claro,homem surdo: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏼‍♂️,1F9CF-1F3FC-200D-2642-FE0F,12,deaf man: medium-light skin tone,hombre sordo: tono de piel claro medio,homem surdo: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏽‍♂️,1F9CF-1F3FD-200D-2642-FE0F,12,deaf man: medium skin tone,hombre sordo: tono de piel medio,homem surdo: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏾‍♂️,1F9CF-1F3FE-200D-2642-FE0F,12,deaf man: medium-dark skin tone,hombre sordo: tono de piel oscuro medio,homem surdo: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏿‍♂️,1F9CF-1F3FF-200D-2642-FE0F,12,deaf man: dark skin tone,hombre sordo: tono de piel oscuro,homem surdo: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏‍♀️,1F9CF-200D-2640-FE0F,12,deaf woman,mujer sorda,mulher surda,accessibility|deaf|ear|gesture|hear|woman,mujer|sorda|sordera,mulher|surda,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏻‍♀️,1F9CF-1F3FB-200D-2640-FE0F,12,deaf woman: light skin tone,mujer sorda: tono de piel claro,mulher surda: pele clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏼‍♀️,1F9CF-1F3FC-200D-2640-FE0F,12,deaf woman: medium-light skin tone,mujer sorda: tono de piel claro medio,mulher surda: pele morena clara,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏽‍♀️,1F9CF-1F3FD-200D-2640-FE0F,12,deaf woman: medium skin tone,mujer sorda: tono de piel medio,mulher surda: pele morena,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏾‍♀️,1F9CF-1F3FE-200D-2640-FE0F,12,deaf woman: medium-dark skin tone,mujer sorda: tono de piel oscuro medio,mulher surda: pele morena escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
🧏🏿‍♀️,1F9CF-1F3FF-200D-2640-FE0F,12,deaf woman: dark skin tone,mujer sorda: tono de piel oscuro,mulher surda: pele escura,,,,people & body,personas y cuerpo,pessoas e corpo,gestures,gestos,gestos,true,true,Widely supported in WhatsApp on modern iOS/Android.
